index,Column1,Name,Nic_year,Position,Strengths,Weaknesses,player_x,join_slug,player_id,player_y,position,WAR,strengths_processed,weaknesses_processed,combined_text,top_bigrams,similar_1_name,similar_1_score,similar_2_name,similar_2_score,similar_3_name,similar_3_score,similar_4_name,similar_4_score,similar_5_name,similar_5_score,join_slug_1,WAR_1,join_slug_2,WAR_2,join_slug_3,WAR_3,join_slug_4,WAR_4,join_slug_5,WAR_5,max_similarity,prediction
1272,,JOHN MICHAELSCHMITZ,2023,C,"NFL quality frame with adequate mass and play strength  skillfully uses his hands and grip strength to latch and strain in the run game  generates
power from his lower body to drive his man away from the play  able to angle his hips to seal run lanes  his hands stay active and fierce in pass protection  digs in
versus bull rushers and stays stout  enough range to pick off linebackers as a climber  nasty on field finisher  always looking for work and there are zero concerns
about his competitive makeup  his coaches rave about his mental toughness and blue collar mentality  his father is a carpenter and his mom worked as an
electrician   logged 35 career starts for the Gophers  missing only two games  one because of injury  one opt out  the last three seasons","Lacks desired length and foot quickness  falls off blocks when he doesnt maintain his balance through engagement  upper half and hands tend to
react before his lower body  forcing him to lunge or hold  inconsistent hand placement  timing and sustain versus quick interior rushers  needs to be more
controlled on the move and keep his eyes elevated when pulling in the run game  smart player  but his eyes can get wild and he will be late picking up stunts or
delayed pressures  will be 24 on draft weekend  was only a center at Minnesota and didnt take a snap at guard or tackle  played left tackle in high school ",john michaelschmitz,john michaelschmitz-C,,,,-0.05,nfl quality frame adequate mass play strength skillfully us hand grip strength latch strain run game generates power lower body drive man away play able angle hip seal run lane hand stay active fierce pas protection dig versus bull rusher stay stout enough range pick linebacker climber nasty field finisher always looking work zero concern competitive makeup coach rave mental toughness blue collar mentality father carpenter mom worked electrician logged career start gopher missing two game one injury one opt last three season,lack desired length foot quickness fall block doesnt maintain balance engagement upper half hand tend react lower body forcing lunge hold inconsistent hand placement timing sustain versus quick interior rusher need controlled move keep eye elevated pulling run game smart player eye get wild late picking stunt delayed pressure draft weekend center minnesota didnt take snap guard tackle played left tackle high school,nfl quality frame adequate mass play strength skillfully us hand grip strength latch strain run game generates power lower body drive man away play able angle hip seal run lane hand stay active fierce pas protection dig versus bull rusher stay stout enough range pick linebacker climber nasty field finisher always looking work zero concern competitive makeup coach rave mental toughness blue collar mentality father carpenter mom worked electrician logged career start gopher missing two game one injury one opt last three season lack desired length foot quickness fall block doesnt maintain balance engagement upper half hand tend react lower body forcing lunge hold inconsistent hand placement timing sustain versus quick interior rusher need controlled move keep eye elevated pulling run game smart player eye get wild late picking stunt delayed pressure draft weekend center minnesota didnt take snap guard tackle played left tackle high school,"['run game', 'lower body', 'bull rusher', 'career start', 'carpenter mom', 'center minnesota', 'coach rave', 'delayed pressure', 'draft weekend', 'enough range']",zach frazier-C,0.4364,graham barton-C,0.432,dohnovan west-C,0.3767,jackson powersjohnson-C,0.3398,alex forsyth-C,0.2785,zach frazier-C,0.0725454225130921,graham barton-C,-0.01186773018237681,dohnovan west-C,-0.05,jackson powersjohnson-C,-0.05,alex forsyth-C,0.0024824690295446507,1.8634000000000002,-0.004616115396235484
1273,131.0,RICKY STROMBERG,2023,C,"Eager play strength and creates knockback on angle drive blocks   flashes the upper body torque to displace and runs his feet through contact   goes
for the TKO and puts defenders on their backs when given the chance   functional movement skills to cut off back side shade in zone   efficient movement patterns
when working up levels or blocking in the screen game   understands protections and alertly adjusts his steps depth based on defensive alignment   mentally tough
and his coaches say he plays through injuries   knows when to be the class clown and when to be the leader of the pack   has starting experience at all three interior
line positions  with 44 starts over the last four seasons ","Guilty of dipping his head and waist bending into contact   falls off balance versus slippery defenders when his hands fits aren t precise because of
excessive leaning   his hands start too wide and are often late resetting   can get walked back or knocked off his base versus length   often arrives too early or too
late as a puller and needs to stay under control on the move   routinely played through minor injuries  including an MCL sprain to his left knee  August 2021   missed
one game because of a concussion  December 2020  ",ricky stromberg,ricky stromberg-C,,,,-0.05,eager play strength creates knockback angle drive block flash upper body torque displace run foot contact go tko put defender back given chance functional movement skill cut back side shade zone efficient movement pattern working level blocking screen game understands protection alertly adjusts step depth based defensive alignment mentally tough coach say play injury know class clown leader pack starting experience three interior line position start last four season,guilty dipping head waist bending contact fall balance versus slippery defender hand fit precise excessive leaning hand start wide often late resetting get walked back knocked base versus length often arrives early late puller need stay control move routinely played minor injury including mcl sprain left knee august missed one game concussion december,eager play strength creates knockback angle drive block flash upper body torque displace run foot contact go tko put defender back given chance functional movement skill cut back side shade zone efficient movement pattern working level blocking screen game understands protection alertly adjusts step depth based defensive alignment mentally tough coach say play injury know class clown leader pack starting experience three interior line position start last four season guilty dipping head waist bending contact fall balance versus slippery defender hand fit precise excessive leaning hand start wide often late resetting get walked back knocked base versus length often arrives early late puller need stay control move routinely played minor injury including mcl sprain left knee august missed one game concussion december,"['angle drive', 'back side', 'block flash', 'body torque', 'coach say', 'defender hand', 'drive block', 'efficient movement', 'experience three', 'flash upper']",jackson powersjohnson-C,0.3011,dylan parham-C,0.2686,dylan mcmahon-C,0.2618,hunter nourzad-C,0.2462,olu oluwatimi-C,0.2318,jackson powersjohnson-C,-0.05,dylan parham-C,-0.05,dylan mcmahon-C,0.004973286093207771,hunter nourzad-C,0.012724787574348936,olu oluwatimi-C,-0.05,1.3094999999999999,-0.027216610156543336
1274,132.0,LUKE WYPLER,2023,C,"Athletic mover with the first step and joint flexibility to get underneath defenders   executes well laterally to reach or pull   highly efficient on combos
and climbs to pass off defensive tackles before reaching the second level   displays patient weight distribution and strong hands to redirect mirror in his pass sets  
his hands stay accessible for quick resets if he gets swiped   adjusts well with gap exchanges and his peripheral vision is an asset   made major strides with his
snap delay penalties between his sophomore and junior seasons   coachable  high intangible player with the mental capacity for the NFL game  also adds plenty of
dry humor    durable player who started all 26 games the past two seasons 

 153 
CONTENTS","Short arms and can be flattened out if he doesn t initiate first contact   struggles to regain leverage against power or long arm moves   shaky anchor
and it will be tougher for him to  lose slowly  versus NFL bull rush   can do a better job rolling his hips to add explosion at contact   doesn t consistently drive
defenders in the run   quick to climb  but inconsistent breakdown in space to lock down linebackers   questionable position flexibility with 100 percent of his snaps
coming at center in college ",luke wypler,luke wypler-C,,,,-0.05,athletic mover first step joint flexibility get underneath defender executes well laterally reach pull highly efficient combo climb pas defensive tackle reaching second level display patient weight distribution strong hand redirect mirror pas set hand stay accessible quick reset get swiped adjusts well gap exchange peripheral vision asset made major stride snap delay penalty sophomore junior season coachable high intangible player mental capacity nfl game also add plenty dry humor durable player started game past two season content,short arm flattened initiate first contact struggle regain leverage power long arm move shaky anchor tougher lose slowly versus nfl bull rush better job rolling hip add explosion contact consistently drive defender run quick climb inconsistent breakdown space lock linebacker questionable position flexibility percent snap coming center college,athletic mover first step joint flexibility get underneath defender executes well laterally reach pull highly efficient combo climb pas defensive tackle reaching second level display patient weight distribution strong hand redirect mirror pas set hand stay accessible quick reset get swiped adjusts well gap exchange peripheral vision asset made major stride snap delay penalty sophomore junior season coachable high intangible player mental capacity nfl game also add plenty dry humor durable player started game past two season content short arm flattened initiate first contact struggle regain leverage power long arm move shaky anchor tougher lose slowly versus nfl bull rush better job rolling hip add explosion contact consistently drive defender run quick climb inconsistent breakdown space lock linebacker questionable position flexibility percent snap coming center college,"['adjusts well', 'better job', 'bull rush', 'capacity nfl', 'center college', 'coming center', 'consistently drive', 'contact struggle', 'content short', 'defender run']",matt hennessy-C,0.4233,sedrick van prangrainger-C,0.3662,michal menet-C,0.2263,luke fortner-C,0.1859,jake andrews-C,0.1571,matt hennessy-C,-0.004426731437338318,sedrick van prangrainger-C,-0.05,michal menet-C,-0.05,luke fortner-C,-0.07494716267309083,jake andrews-C,-0.05,1.3588,-0.03921586175916463
1275,133.0,ALEX FORSYTH,2023,C,"Balanced in his snap and step with adequate foot quickness   his punch is patient and timed right to stay underneath defenders   able to re leverage
his hands to anchor   his attention to angles allows him to cut off the pursuit angle of defenders   his lower body flexibility and athleticism shows as a puller   stays
controlled on redirect blocks   very smart and is the key man making line calls   senior captain and was considered a pillar in the Oregon locker room  was named a
finalist for the Jason Witten Collegiate Man of the Year Award    all 28 of his college starts came at center  but he also saw backup snaps at left guard  right guard and
right tackle as an underclassman ","Lean blocker and lacks girth in his lower body   doesn t have the leg drive or body power to be a people mover in the run game   his hands are
precise  but his punch isn t heavy or explosive   average arm length lowers his margin for error   inconsistent timing and breakdown at the second level to work off
combos or pick off linebackers   flagged six times for false starts in 2022   battled back spasms over the second half of the 2021 season  missing four games  October
2021   missed one game as a senior because of a shoulder injury  November 2022  and also pulled out of the Senior Bowl  limited at the scouting combine because of
a hamstring injury  March 2023    already 24 on draft weekend ",alex forsyth,alex forsyth-C,60012.0,alex forsyth,C,0.0024824690295446507,balanced snap step adequate foot quickness punch patient timed right stay underneath defender able leverage hand anchor attention angle allows cut pursuit angle defender lower body flexibility athleticism show puller stay controlled redirect block smart key man making line call senior captain considered pillar oregon locker room named finalist jason witten collegiate man year award college start came center also saw backup snap left guard right guard right tackle underclassman,lean blocker lack girth lower body leg drive body power people mover run game hand precise punch heavy explosive average arm length lower margin error inconsistent timing breakdown second level work combo pick linebacker flagged six time false start battled back spasm second half season missing four game october missed one game senior shoulder injury november also pulled senior bowl limited scouting combine hamstring injury march already draft weekend,balanced snap step adequate foot quickness punch patient timed right stay underneath defender able leverage hand anchor attention angle allows cut pursuit angle defender lower body flexibility athleticism show puller stay controlled redirect block smart key man making line call senior captain considered pillar oregon locker room named finalist jason witten collegiate man year award college start came center also saw backup snap left guard right guard right tackle underclassman lean blocker lack girth lower body leg drive body power people mover run game hand precise punch heavy explosive average arm length lower margin error inconsistent timing breakdown second level work combo pick linebacker flagged six time false start battled back spasm second half season missing four game october missed one game senior shoulder injury november also pulled senior bowl limited scouting combine hamstring injury march already draft weekend,"['guard right', 'lower body', 'arm length', 'average arm', 'backup snap', 'body flexibility', 'body power', 'call senior', 'came center', 'able leverage']",dawson deaton-C,0.3476,kingsley eguakun-C,0.2949,jake andrews-C,0.2837,john michaelschmitz-C,0.2785,lloyd cushenberry-C,0.1866,dawson deaton-C,-0.05,kingsley eguakun-C,-0.05,jake andrews-C,-0.05,john michaelschmitz-C,-0.05,lloyd cushenberry-C,0.03158765417121494,1.3913000000000002,-0.039057531611910654
1276,134.0,JUICE SCRUGGS,2023,C,"Trim 300 pounder with decent length and big hands   anchors well in his pass sets because of his sink and body leverage   his hands stay patient and
compact  allowing him to maximize his power potential   plays on high alert to read stunts twists   uses the strength in his arms and upper body to finish in the run
game   shows accurate timing release on combos and second level blocks   team captain and was the veteran voice in Penn State s offensive line room   started
every game the last two seasons after serious injury issues as an underclassman   functional starting experience at both center and right guard and started at left
tackle in high school ","Average movement skills  laterally and out in space   his base gets too wide and limits his ability to redirect or adjust to gap quickness  see 2022 Ohio
State tape    his recovery balance will be tested versus NFL size   doesn t have the drive power to routinely move defenders from lanes   needs to tighten his
second level blocking angles   medical feedback will be crucial after a serious car accident  March 2019   he was thrown from the car through the window and
suffered a break of his L3 vertebra  Instead of career threatening surgery  he opted to allow the injury to heal on its own and required a back brace for a year as he
slowly rehabbed back to playing shape ",juice scruggs,juice scruggs-C,,,,-0.05,trim pounder decent length big hand anchor well pas set sink body leverage hand stay patient compact allowing maximize power potential play high alert read stunt twist us strength arm upper body finish run game show accurate timing release combo second level block team captain veteran voice penn state offensive line room started every game last two season serious injury issue underclassman functional starting experience center right guard started left tackle high school,average movement skill laterally space base get wide limit ability redirect adjust gap quickness see ohio state tape recovery balance tested versus nfl size drive power routinely move defender lane need tighten second level blocking angle medical feedback crucial serious car accident march thrown car window suffered break vertebra instead career threatening surgery opted allow injury heal required back brace year slowly rehabbed back playing shape,trim pounder decent length big hand anchor well pas set sink body leverage hand stay patient compact allowing maximize power potential play high alert read stunt twist us strength arm upper body finish run game show accurate timing release combo second level block team captain veteran voice penn state offensive line room started every game last two season serious injury issue underclassman functional starting experience center right guard started left tackle high school average movement skill laterally space base get wide limit ability redirect adjust gap quickness see ohio state tape recovery balance tested versus nfl size drive power routinely move defender lane need tighten second level blocking angle medical feedback crucial serious car accident march thrown car window suffered break vertebra instead career threatening surgery opted allow injury heal required back brace year slowly rehabbed back playing shape,"['second level', 'ability redirect', 'allow injury', 'anchor well', 'angle medical', 'blocking angle', 'captain veteran', 'car accident', 'car window', 'career threatening']",tanor bortolini-C,0.3295,dylan mcmahon-C,0.261,josh myers-C,0.198,cohl cabral-C,0.1835,nick harris-C,0.1648,tanor bortolini-C,0.01790659564861092,dylan mcmahon-C,0.004973286093207771,josh myers-C,-0.057762611433003194,cohl cabral-C,-0.05,nick harris-C,-0.05,1.1368,-0.01904798216677525
1277,135.0,OLU OLUWATIMI,2023,C,"Outstanding processor and recall   his eyes are in the right place  which keeps him from having to spend time searching   urgent out of his stance with
adequate short area quickness to cut off rush lanes   able to reposition his feet to stay centered and strengthen his anchor   flashes the clamp strength to hunker
down once he latches in pass pro   doesn t overextend his hands when attempting to re leverage   has the makeup necessary to get every ounce of talent out of his
body   Michigan coaches say he was one of the best workers in the program   logged 49 career starts and finished with 46 straight starts  often playing through
minor injuries ","Unimpressive build with smaller hands   plays with lackluster power and doesn t displace defenders at contact   struggles to stay balanced through
contact   inconsistent pad level creates leverage issues and heavy blockers can jar him   lack of lateral quickness will make it tougher for him to consistently execute
reach blocks   slow to climb on combos or second level duties   wasn t a dominant finisher on film   doesn t have functional playing experience at other positions in
college and viewed as a  center only  by NFL scouts   will turn 24 before his first NFL game ",olu oluwatimi,olu oluwatimi-C,,,,-0.05,outstanding processor recall eye right place keep spend time searching urgent stance adequate short area quickness cut rush lane able reposition foot stay centered strengthen anchor flash clamp strength hunker latch pas pro overextend hand attempting leverage makeup necessary get every ounce talent body michigan coach say one best worker program logged career start finished straight start often playing minor injury,unimpressive build smaller hand play lackluster power displace defender contact struggle stay balanced contact inconsistent pad level creates leverage issue heavy blocker jar lack lateral quickness make tougher consistently execute reach block slow climb combo second level duty dominant finisher film functional playing experience position college viewed center nfl scout turn first nfl game,outstanding processor recall eye right place keep spend time searching urgent stance adequate short area quickness cut rush lane able reposition foot stay centered strengthen anchor flash clamp strength hunker latch pas pro overextend hand attempting leverage makeup necessary get every ounce talent body michigan coach say one best worker program logged career start finished straight start often playing minor injury unimpressive build smaller hand play lackluster power displace defender contact struggle stay balanced contact inconsistent pad level creates leverage issue heavy blocker jar lack lateral quickness make tougher consistently execute reach block slow climb combo second level duty dominant finisher film functional playing experience position college viewed center nfl scout turn first nfl game,"['able reposition', 'balanced contact', 'career start', 'center nfl', 'climb combo', 'coach say', 'combo second', 'contact struggle', 'cut rush', 'defender contact']",sedrick van prangrainger-C,0.3384,michal menet-C,0.3378,dylan parham-C,0.2997,josh myers-C,0.2559,dylan mcmahon-C,0.2498,sedrick van prangrainger-C,-0.05,michal menet-C,-0.05,dylan parham-C,-0.05,josh myers-C,-0.057762611433003194,dylan mcmahon-C,0.004973286093207771,1.4816,-0.04207216887123529
1278,136.0,JARRETT PATTERSON,2023,C,"Passes the eye test with his size and build   delivers a heavy handed strike to grapple and control his man   his base blocks stay wide while still being
able to reposition his feet to combat power   adequate mirroring skills with the awareness to pass off stunts   the mental mistakes and penalties declined
substantially between his junior and senior seasons   sees things quickly to process angles  speeds and moves   two time team captain and buys into coaching
messages   plays hurt and has a high threshold for pain   logged double digit starts at both guard and center ","Short armed blocker  which downgrades the pop in his hands when attempting to reach   tight hipped and doesn t have the body control to smoothly
recover   sets tall and allows low rushers to out leverage and drive him backward   will misfire his hands and open his chest to defenders   play strength is very
average and he doesn t blow defenders off the ball   loses his balance too quickly versus long armed linemen   not a rangy player   the injuries piled up over his
career  missed final four games of his sophomore season  and 2021 spring practices  because of a Lisfranc fracture in his left foot that required surgery  November
2020   suffered a torn pectoral muscle in his left shoulder during offseason weight training  March 2022  and then a sprained right foot  August 2022   which forced
him to miss the 2022 season opener  and play hurt in several other games   suffered a minor hip injury during Senior Bowl week  February 2023  and didn t play in
the game 
 156 
CONTENTS",jarrett patterson,jarrett patterson-C,81775.0,jarrett patterson,C,-0.00832093868944863,pass eye test size build delivers heavy handed strike grapple control man base block stay wide still able reposition foot combat power adequate mirroring skill awareness pas stunt mental mistake penalty declined substantially junior senior season see thing quickly process angle speed move two time team captain buy coaching message play hurt high threshold pain logged double digit start guard center,short armed blocker downgrade pop hand attempting reach tight hipped body control smoothly recover set tall allows low rusher leverage drive backward misfire hand open chest defender play strength average blow defender ball loses balance quickly versus long armed linemen rangy player injury piled career missed final four game sophomore season spring practice lisfranc fracture left foot required surgery november suffered torn pectoral muscle left shoulder offseason weight training march sprained right foot august forced miss season opener play hurt several game suffered minor hip injury senior bowl week february play game content,pass eye test size build delivers heavy handed strike grapple control man base block stay wide still able reposition foot combat power adequate mirroring skill awareness pas stunt mental mistake penalty declined substantially junior senior season see thing quickly process angle speed move two time team captain buy coaching message play hurt high threshold pain logged double digit start guard center short armed blocker downgrade pop hand attempting reach tight hipped body control smoothly recover set tall allows low rusher leverage drive backward misfire hand open chest defender play strength average blow defender ball loses balance quickly versus long armed linemen rangy player injury piled career missed final four game sophomore season spring practice lisfranc fracture left foot required surgery november suffered torn pectoral muscle left shoulder offseason weight training march sprained right foot august forced miss season opener play hurt several game suffered minor hip injury senior bowl week february play game content,"['play hurt', 'able reposition', 'awareness pas', 'base block', 'block stay', 'armed blocker', 'captain buy', 'career missed', 'center short', 'combat power']",joe tippmann-C,0.353,charles turner-C,0.2842,jacob monk-C,0.2492,ben brown-C,0.213,tyler biadasz-C,0.2041,joe tippmann-C,0.026509887164736824,charles turner-C,-0.05,jacob monk-C,-0.05,ben brown-C,-0.05,tyler biadasz-C,0.022083348463532652,1.3034999999999999,-0.017993708024120363
1279,137.0,JOVAUGHN GWYN,2023,C,"Broad chested  sturdy build   treats the weight room like a playground and that strength translates well to the field   quick initial steps and plays with
excellent reactionary movements to mirror   fluid lateral range on short and long pulls   quickly climbs to reach his cutoffs   leverages his hands to frame up
defenders and stay attached   plays with a stout base and naturally low center of gravity to anchor at shallow depth   had a disciplined upbringing and that is
evident on and off the field  finalist for the William V  Campbell Trophy  which is known as the  academic Heisman     two time team captain and Strength and
Conditioning Award winner as a senior   durable and dependable  starting 47 straight games to finish his career ","Stubby arms with an undersized  maxed out body type   his lack of length will limit his ability to control NFL level nose tackles   spends a lot of time
hand fighting without creating movement in the ground game   tends to get grabby when he falls behind   has room to improve his balance once he gets out in
space   was almost exclusively a right guard at South Carolina  with only 14 of his 3 195 offensive snaps coming at center   missed the 2018 season because of a
non football foot injury from high school that required surgery  September 2018  ",jovaughn gwyn,jovaughn gwyn-C,,,,-0.05,broad chested sturdy build treat weight room like playground strength translates well field quick initial step play excellent reactionary movement mirror fluid lateral range short long pull quickly climb reach cutoff leverage hand frame defender stay attached play stout base naturally low center gravity anchor shallow depth disciplined upbringing evident field finalist william campbell trophy known academic heisman two time team captain strength conditioning award winner senior durable dependable starting straight game finish career,stubby arm undersized maxed body type lack length limit ability control nfl level nose tackle spends lot time hand fighting without creating movement ground game tends get grabby fall behind room improve balance get space almost exclusively right guard south carolina offensive snap coming center missed season non football foot injury high school required surgery september,broad chested sturdy build treat weight room like playground strength translates well field quick initial step play excellent reactionary movement mirror fluid lateral range short long pull quickly climb reach cutoff leverage hand frame defender stay attached play stout base naturally low center gravity anchor shallow depth disciplined upbringing evident field finalist william campbell trophy known academic heisman two time team captain strength conditioning award winner senior durable dependable starting straight game finish career stubby arm undersized maxed body type lack length limit ability control nfl level nose tackle spends lot time hand fighting without creating movement ground game tends get grabby fall behind room improve balance get space almost exclusively right guard south carolina offensive snap coming center missed season non football foot injury high school required surgery september,"['anchor shallow', 'body type', 'campbell trophy', 'captain strength', 'career stubby', 'carolina offensive', 'center gravity', 'center missed', 'coming center', 'defender stay']",nick harris-C,0.4557,kingsley eguakun-C,0.4049,garrett bradbury-C,0.2452,joe tippmann-C,0.23,creed humphrey-C,0.2196,nick harris-C,-0.05,kingsley eguakun-C,-0.05,garrett bradbury-C,-0.03132924460568308,joe tippmann-C,0.026509887164736824,creed humphrey-C,0.2503608164305511,1.5554000000000001,0.006663609720152362
1280,138.0,JAKE ANDREWS,2023,C,"Compactly built with a solid base   efficient slides and steps post snap   plays with functional lower body flexibility and redirect skills   highly detailed
with his craft and pays close attention to his strike placement   proficient in the run game with his clamp hands and stubborn drive skills   well developed strength
with the ability to re leverage himself when his feet are right  his wrestling background is an asset to his game    works well in tandem  especially on combinations
for quick release to the second level   mentally tough and competes with a noticeable edge   durable and started all 37 games the last three seasons  seeing
extensive action at both right guard and center ","Short armed and appeared to be carrying extra weight during the season   can be rocked off balance by long  powerful noses   plays quick off the
ball  but not explosive in space or his recovery movements   inconsistent second level angles   lack of length leaves him falling off blocks at times   inconsistent
locating defenders from distance and spends too much time searching   must continue developing his processing skills at center  both pre  and post snap   faces a
steep jump in competition compared to what he faced in 2022 ",jake andrews,jake andrews-C,,,,-0.05,compactly built solid base efficient slide step post snap play functional lower body flexibility redirect skill highly detailed craft pay close attention strike placement proficient run game clamp hand stubborn drive skill well developed strength ability leverage foot right wrestling background asset game work well tandem especially combination quick release second level mentally tough competes noticeable edge durable started game last three season seeing extensive action right guard center,short armed appeared carrying extra weight season rocked balance long powerful nose play quick ball explosive space recovery movement inconsistent second level angle lack length leaf falling block time inconsistent locating defender distance spends much time searching must continue developing processing skill center pre post snap face steep jump competition compared faced,compactly built solid base efficient slide step post snap play functional lower body flexibility redirect skill highly detailed craft pay close attention strike placement proficient run game clamp hand stubborn drive skill well developed strength ability leverage foot right wrestling background asset game work well tandem especially combination quick release second level mentally tough competes noticeable edge durable started game last three season seeing extensive action right guard center short armed appeared carrying extra weight season rocked balance long powerful nose play quick ball explosive space recovery movement inconsistent second level angle lack length leaf falling block time inconsistent locating defender distance spends much time searching must continue developing processing skill center pre post snap face steep jump competition compared faced,"['post snap', 'second level', 'ability leverage', 'center pre', 'center short', 'body flexibility', 'carrying extra', 'durable started', 'compactly built', 'guard center']",alex forsyth-C,0.2837,erik mccoy-C,0.277,michal menet-C,0.2153,drake jackson-C,0.214,kingsley eguakun-C,0.201,alex forsyth-C,0.0024824690295446507,erik mccoy-C,0.058905701429679394,michal menet-C,-0.05,drake jackson-C,-0.05,kingsley eguakun-C,-0.05,1.191,-0.012169474593028539
1281,139.0,ALAN ALI,2023,C,"Explosive first step rusher with body twitch and closing burst   owns a bendy  flexible frame to attack from a low position and strike blockers from
different angles  the forklift is his  go to  move  which he learned by studying Nick Bosa    displays the hip flexibility and body control to maneuver through tight
spaces   advanced block reader with the hands and timing to free himself as a pass rusher   efficient block splitter and doesn t have an off hand   skilled run
defender with his ability to stack  lock out and shed to make stops in his area   plays with impressive contact balance to leverage and dispose of blockers   elite
chase down skills when teams run away from him   flips a switch on the field and was known as the  Terminator  in the Alabama program  because of his
competitive drive  head coach Nick Saban   He s the kind of person that s not satisfied with where he is    I love working with this guy  because he sets a great
example for everybody else on the team      one of only seven players to be voted a two time team captain under Saban   blocked a field goal in 2022 and returned
his only career interception 25 yards for a touchdown   highly decorated and joined Manti Te off as just the second player to sweep the Nagurski Trophy  Lombardi
Award  Bednarik Award and Lott IMPACT Trophy in the same season   became the first player named SEC Defensive Player of the Year in back to back seasons  
outstanding backfield production in his career   durable in college and started every game the past three seasons ","Lean framed and lacks ideal body mass   leaves production on the field with his overaggressive tendencies   needs to finish tackles when he gets his
hands on the ball carrier   missed tackles at an alarming rate  19 3 percent in his career   including a career high 14 in 2022   too willing to leave his feet and spends
too much time on the ground   guilty of predetermining his rush moves and counters   flagged nine times  including four offsides penalties  in 2022  only three
combined penalties his first two seasons    production and consistency declined as a junior compared to his remarkable sophomore season ",alan ali,alan ali-C,,,,-0.05,explosive first step rusher body twitch closing burst owns bendy flexible frame attack low position strike blocker different angle forklift move learned studying nick bosa display hip flexibility body control maneuver tight space advanced block reader hand timing free pas rusher efficient block splitter hand skilled run defender ability stack lock shed make stop area play impressive contact balance leverage dispose blocker elite chase skill team run away flip switch field known terminator alabama program competitive drive head coach nick saban kind person satisfied love working guy set great example everybody else team one seven player voted two time team captain saban blocked field goal returned career interception yard touchdown highly decorated joined manti second player sweep nagurski trophy lombardi award bednarik award lott impact trophy season became first player named sec defensive player year back back season outstanding backfield production career durable college started every game past three season,lean framed lack ideal body mass leaf production field overaggressive tendency need finish tackle get hand ball carrier missed tackle alarming rate percent career including career high willing leave foot spends much time ground guilty predetermining rush move counter flagged nine time including four offside penalty three combined penalty first two season production consistency declined junior compared remarkable sophomore season,explosive first step rusher body twitch closing burst owns bendy flexible frame attack low position strike blocker different angle forklift move learned studying nick bosa display hip flexibility body control maneuver tight space advanced block reader hand timing free pas rusher efficient block splitter hand skilled run defender ability stack lock shed make stop area play impressive contact balance leverage dispose blocker elite chase skill team run away flip switch field known terminator alabama program competitive drive head coach nick saban kind person satisfied love working guy set great example everybody else team one seven player voted two time team captain saban blocked field goal returned career interception yard touchdown highly decorated joined manti second player sweep nagurski trophy lombardi award bednarik award lott impact trophy season became first player named sec defensive player year back back season outstanding backfield production career durable college started every game past three season lean framed lack ideal body mass leaf production field overaggressive tendency need finish tackle get hand ball carrier missed tackle alarming rate percent career including career high willing leave foot spends much time ground guilty predetermining rush move counter flagged nine time including four offside penalty three combined penalty first two season production consistency declined junior compared remarkable sophomore season,"['ability stack', 'body control', 'body mass', 'body twitch', 'captain saban', 'career durable', 'career high', 'career including', 'career interception', 'carrier missed']",luke fortner-C,0.3332,cole strange-C,0.2329,alec lindstrom-C,0.2283,tanor bortolini-C,0.1571,jacob monk-C,0.156,luke fortner-C,-0.07494716267309083,cole strange-C,-0.05,alec lindstrom-C,-0.05,tanor bortolini-C,0.01790659564861092,jacob monk-C,-0.05,1.1075,-0.0478729286016046
